Brix,TA,Firmness,DryMatter,K,Ca,Mg,P
11.0,6.9825,1.55,13.0,768.0,29.4,40.3,49.4
12.0,8.61,1.55,13.2,1131.0,32.5,52.3,73.0
15.0,7.0875,3.8,14.8,1233.0,23.6,53.6,65.1
16.0,12.3,1.35,18.7,1126.0,20.0,44.0,69.6
15.0,8.5575,1.65,17.8,1428.0,22.8,57.4,93.6
15.0,13.9,2.1,13.9,1224.0,30.0,51.3,79.1
13.0,9.9,1.4,13.4,814.0,28.8,38.8,51.8
12.0,12.285,3.05,12.4,749.0,35.9,41.0,45.1
13.0,11.45,2.55,15.1,870.0,38.1,45.6,52.1
12.0,4.95,3.05,12.1,595.0,28.9,29.4,32.3
16.0,12.55,5.3,14.8,1355.0,31.6,69.6,90.2
12.0,8.1375,1.65,12.0,1218.0,43.4,59.3,82.1
14.0,8.19,1.75,17.5,1031.0,37.4,48.8,54.0
12.5,5.9325,1.4,14.5,674.0,28.7,34.4,39.5
12.0,6.1425,1.45,15.0,759.0,45.4,45.7,47.5
12.0,6.825,1.45,14.4,1009.0,35.7,50.0,59.3
15.0,12.0,1.6,20.3,967.0,54.0,44.8,48.4
11.5,9.45,1.9,14.8,688.0,38.1,39.2,40.1
16.5,15.9,4.9,16.2,1126.0,30.2,50.4,68.9
16.5,12.5,3.2,17.7,1370.0,16.5,56.7,92.4
13.0,11.7,3.2,13.4,635.0,28.9,29.9,37.6
13.0,7.0875,1.55,17.6,1326.0,37.8,64.5,93.5
14.0,18.15,4.9,17.3,1379.0,50.3,72.9,104.5
14.0,18.05,3.3,16.1,1300.0,32.0,58.6,93.6
9.5,7.4025,1.75,12.0,684.0,47.4,43.4,48.3
14.0,13.8,2.4,15.3,1474.0,41.1,72.6,114.7
11.0,7.245,1.4,10.4,1163.0,47.2,56.2,69.6
14.0,18.05,3.6,14.8,1122.0,28.7,49.5,65.1
12.0,6.51,1.35,15.5,870.0,66.2,50.0,50.7
14.0,11.655,1.7,13.6,734.0,31.0,37.7,48.9
11.5,6.1425,1.6,13.9,870.0,16.7,41.0,55.0
10.0,3.75,1.6,10.4,702.0,28.9,39.3,52.4
17.0,14.5,4.2,16.6,870.0,30.9,42.5,50.4
11.0,9.66,2.95,14.8,733.0,64.2,44.9,44.4
16.0,15.85,1.75,14.7,1188.0,28.7,47.5,76.4
11.5,6.1425,1.55,12.1,941.0,40.0,49.1,55.4
11.5,8.0325,1.65,13.2,1034.0,54.0,57.8,70.0
11.0,5.7225,1.7,13.4,643.0,40.0,39.8,47.7
10.0,6.825,1.6,11.8,759.0,42.1,44.0,51.6
16.5,9.87,4.9,14.6,898.0,18.2,45.5,49.9
12.5,10.35,3.7,14.0,618.0,34.3,33.0,40.5
10.0,7.77,1.3,9.9,899.0,49.5,47.5,51.8
15.0,11.35,1.45,17.4,1215.0,15.2,49.4,89.5
14.0,10.71,1.5,15.0,1122.0,15.0,46.1,76.4
12.0,9.1875,1.6,12.9,769.0,25.4,40.8,52.4
18.0,15.85,3.2,20.1,1581.0,18.2,61.5,106.9
11.5,6.3,1.7,14.4,660.0,55.9,42.8,47.9
13.0,15.1,3.1,16.3,875.0,27.8,42.8,55.4
11.5,13.545,3.9,15.6,1085.0,64.2,59.2,80.3
13.0,6.825,1.45,14.9,1046.0,27.4,41.9,55.4
10.0,5.5125,1.45,14.2,592.0,30.0,34.9,39.6
13.0,10.6,3.3,15.8,1288.0,257.4,72.5,88.4
15.0,11.655,4.1,13.8,1019.0,33.0,48.8,59.3
15.0,16.1,3.1,16.1,1128.0,22.8,50.0,79.1
12.0,11.3,3.7,13.1,672.0,35.1,36.6,39.5
11.5,9.1875,1.9,15.1,875.0,59.6,51.9,55.4
17.0,16.1,4.0,17.8,1384.0,23.2,58.6,93.6
14.0,9.5025,4.4,17.3,1263.0,64.8,71.5,82.9
15.0,10.6,1.45,17.6,1555.0,15.0,57.8,106.9
16.0,16.65,3.6,20.3,1560.0,54.7,83.2,131.0
15.0,11.1,2.95,17.6,930.0,30.0,45.0,53.1
15.0,11.3,1.75,17.9,1296.0,30.0,53.6,84.8
13.5,13.9,4.0,16.4,1353.0,257.4,69.8,92.3
14.0,13.6,2.95,17.7,1355.0,45.4,64.5,101.3
9.5,10.185,2.55,12.9,597.0,32.0,37.7,34.2
15.0,12.3,2.2,15.3,1534.0,31.1,72.5,107.2
12.0,7.245,1.75,12.6,1034.0,43.0,53.6,68.9
11.0,10.185,3.1,12.5,785.0,41.2,45.5,48.9
14.0,11.1,5.3,16.2,1233.0,66.2,72.6,87.4
13.0,12.55,3.4,17.1,1307.0,64.2,73.0,102.2
12.0,7.455,1.45,14.2,1325.0,66.2,93.9,127.8
12.0,11.97,3.1,14.2,836.0,36.0,44.9,50.7
16.0,11.7,3.5,17.6,1534.0,30.0,69.8,105.2
16.0,15.9,3.3,15.4,1555.0,25.6,69.5,107.2
12.5,6.3,1.4,14.0,650.0,32.5,34.8,38.0
12.0,5.985,1.4,17.6,1224.0,39.3,61.5,93.9
15.0,11.655,3.1,13.2,781.0,38.3,38.3,47.2
10.0,5.67,1.6,13.2,640.0,47.2,39.3,45.4
13.5,8.0,2.75,14.7,672.0,30.0,34.8,40.7
15.0,7.245,1.75,16.6,1034.0,16.6,46.0,56.9
11.0,6.825,1.35,13.6,930.0,68.7,60.9,77.4
11.0,6.5625,1.4,12.5,1034.0,46.5,54.8,65.1
17.0,13.2,4.15,18.3,1534.0,25.4,64.8,98.6
14.0,18.15,3.8,17.7,1129.0,35.5,49.7,70.4
11.5,8.19,1.65,15.0,1063.0,68.7,61.1,77.4
12.0,10.08,3.45,13.5,1131.0,43.4,60.8,82.2
12.5,21.2,5.3,15.5,1263.0,47.4,63.0,84.1
14.0,6.8775,1.95,13.2,1224.0,31.1,51.3,65.1
13.0,15.9,4.4,14.7,1009.0,32.0,48.8,58.0
14.0,7.245,4.0,14.3,684.0,27.8,37.0,39.3
13.5,8.295,4.6,14.4,870.0,38.1,48.8,53.3
14.0,9.45,1.75,14.9,1031.0,26.1,47.5,59.9
12.0,6.8775,1.5,14.4,1218.0,28.9,54.1,82.2
12.5,12.18,3.1,15.1,674.0,32.9,38.3,37.6
10.0,13.9,3.8,14.6,730.0,39.0,39.3,37.1
12.0,6.7725,1.9,12.1,795.0,38.4,41.7,49.7
14.0,18.1,3.3,14.8,860.0,24.3,41.3,50.4
13.0,11.3,1.8,17.6,1163.0,46.5,53.0,73.0
11.5,10.35,1.6,13.2,872.0,29.3,45.5,57.5
11.0,6.3,1.5,11.3,635.0,41.1,35.8,45.1
12.0,7.0875,1.6,14.4,727.0,40.5,39.2,41.5
13.0,8.05,5.3,14.0,1019.0,48.6,64.8,76.1
14.0,13.55,2.0,14.3,1165.0,24.0,51.8,80.4
14.0,10.185,2.95,15.5,1188.0,34.3,53.8,80.4
11.0,6.8775,1.4,10.8,538.0,25.4,26.8,34.6
16.5,18.15,3.8,17.3,1230.0,24.4,51.9,84.2
15.0,10.2375,4.2,15.5,780.0,32.5,41.3,47.6
12.5,6.5625,1.4,17.6,875.0,37.9,44.9,44.5
12.0,6.51,1.4,15.0,1022.0,28.6,48.4,59.3
11.0,5.7225,1.4,12.9,746.0,31.0,37.9,49.4
11.5,5.775,1.45,13.9,674.0,24.3,35.5,40.1
12.0,13.75,4.1,16.4,795.0,49.1,43.2,48.3
13.0,7.1925,1.4,15.8,769.0,24.4,38.6,44.7
14.0,8.05,1.85,14.9,1285.0,30.0,53.5,81.9
15.0,11.97,2.2,18.3,1063.0,42.1,48.8,56.9
12.5,9.66,1.45,15.1,1263.0,28.7,56.9,104.7
12.5,5.67,1.8333334,13.2,688.0,30.1,33.0,39.6
13.0,9.9225,2.7,15.6,1188.0,257.4,63.0,71.8
15.0,9.8175,1.9,13.7,1384.0,31.1,54.0,82.2
15.0,11.3,1.8,17.6,1215.0,28.8,51.3,79.6
13.0,7.6125,1.45,14.4,607.0,22.3,29.4,40.1
12.0,6.405,1.8,14.1,1122.0,46.5,61.1,78.7
16.5,14.1225,3.2,15.3,843.0,24.9,41.3,55.4
12.0,8.5575,1.9,13.9,888.0,49.1,50.8,55.8
12.5,4.95,1.75,13.2,582.0,23.6,29.0,34.9
15.0,17.85,3.4,18.3,1259.0,33.7,52.2,89.8
15.0,8.19,2.05,17.5,754.0,41.1,40.3,35.2
10.0,5.775,1.2,11.8,829.0,49.4,52.2,55.0
12.5,8.7675,4.0,13.9,582.0,50.5,31.6,39.2
12.0,7.0875,2.1,14.1,814.0,40.0,44.9,50.7
10.0,9.9,3.0,14.4,726.0,54.9,44.0,48.6
13.0,7.0875,3.0,13.1,860.0,33.1,42.5,50.4
9.5,6.1425,1.6,10.7,635.0,30.0,39.1,50.1
12.0,12.18,2.15,14.2,607.0,16.7,33.8,35.8
14.0,13.6,3.1,16.3,1153.0,30.2,51.8,80.1
11.0,6.1425,1.6,12.9,823.0,47.2,51.7,54.0
11.5,10.6575,3.2,14.1,870.0,50.5,51.3,56.9
11.0,5.6175,1.55,12.9,682.0,35.9,38.8,47.2
15.0,10.185,1.8,16.8,752.0,30.1,38.3,41.9
12.0,11.7,1.7,14.0,1230.0,36.0,56.7,88.7
11.5,9.5025,1.65,12.9,1188.0,50.3,61.5,84.2
15.0,16.1,2.0,17.5,843.0,14.2,39.3,59.5
11.5,6.0375,1.55,13.1,643.0,28.6,33.1,40.5
17.0,14.0,1.8333334,20.3,1009.0,32.5,42.6,52.5
12.0,10.08,3.8,13.2,836.0,38.4,46.5,54.6
12.5,7.245,1.85,13.7,823.0,34.0,41.9,50.4
17.0,12.25,4.0,17.1,1129.0,16.6,49.7,68.9
12.0,12.45,3.3,16.5,1163.0,71.5,61.5,80.1
13.0,13.2,6.9,15.6,1135.0,68.7,64.8,79.6
17.0,18.05,2.8,20.1,880.0,27.8,39.3,56.9
11.0,5.7225,1.4,13.2,754.0,36.8,40.8,49.4
11.5,8.715,1.5,14.6,1001.0,46.4,52.1,68.9
11.5,5.985,1.4,12.5,817.0,39.0,42.8,50.4
12.0,13.55,1.75,15.3,541.0,13.4,29.4,34.0
12.5,7.035,2.75,13.2,623.0,32.5,30.0,41.9
11.5,6.1425,1.4,12.7,814.0,34.1,40.8,50.4
12.5,6.0375,1.9,13.4,1294.0,46.3,81.3,93.6
11.5,5.985,1.65,12.9,817.0,40.5,47.5,51.2
12.0,6.7725,1.5,16.5,1148.0,63.9,63.6,82.1
10.0,5.5125,1.4,13.2,729.0,49.1,46.9,51.2
12.0,5.5125,2.75,12.5,766.0,32.5,40.5,44.4
15.0,10.2375,1.6,15.8,737.0,20.4,37.0,47.7
13.0,6.825,1.65,14.7,941.0,25.6,41.7,53.3
13.0,11.97,2.75,14.8,1384.0,48.0,72.9,104.7
15.0,14.0,3.85,14.5,688.0,32.5,37.9,40.1
12.0,7.7175,1.65,15.4,1034.0,54.0,53.6,60.0
15.0,15.05,3.5,17.6,632.0,47.4,33.1,31.8
10.0,6.405,1.4,12.1,759.0,48.0,48.8,54.6
15.0,14.0,4.9,13.7,1212.0,27.8,56.2,71.8
12.5,6.51,1.6,14.3,702.0,31.1,35.8,41.5
15.0,11.45,1.4,18.1,1288.0,24.4,51.7,89.5
10.0,5.5125,1.25,10.7,860.0,52.7,53.2,59.5
12.0,8.0,1.45,14.8,781.0,29.3,40.8,47.7
12.5,6.7725,1.5,16.3,1054.0,16.6,46.9,70.0
10.5,8.0,1.55,10.8,702.0,27.4,38.7,49.0
13.0,8.7675,4.1,12.1,1190.0,35.5,69.6,84.2
11.0,4.725,1.45,13.1,733.0,37.4,40.3,47.2
17.0,13.9,4.2,17.1,1428.0,17.7,59.3,92.1
14.0,10.75,3.3,14.9,597.0,38.4,30.2,34.0
13.0,11.6,3.5,15.6,678.0,46.5,38.7,37.3
16.0,11.65,4.1,17.4,1480.0,26.4,67.2,98.6
14.0,12.3,1.65,17.4,1242.0,26.9,52.3,90.0
15.0,9.45,1.95,17.9,1188.0,23.6,50.8,65.1
10.0,6.51,1.65,12.4,592.0,25.4,37.1,40.0
13.0,10.6,3.6,12.4,643.0,39.0,33.1,37.6
15.5,10.2375,1.85,16.3,1480.0,23.6,59.3,98.6
11.0,6.3,1.55,13.9,682.0,54.0,46.0,49.4
13.0,5.985,1.45,15.0,726.0,28.9,37.5,39.3
11.0,12.75,3.9,14.7,736.0,43.4,43.4,45.8
15.0,25.7,6.2,16.4,1285.0,33.1,59.4,77.4
14.0,9.765,1.65,16.3,1340.0,23.6,56.7,93.5
16.0,11.45,1.45,17.9,1326.0,15.2,52.2,92.4
11.0,9.4,1.55,14.5,895.0,46.3,50.5,64.4
10.0,4.7775,1.2,11.3,754.0,48.0,46.9,49.9
14.0,9.66,6.1,16.0,1480.0,66.2,99.6,106.9
11.5,5.0925,1.65,13.2,888.0,42.5,51.3,55.4
14.0,10.6,1.65,16.1,1429.0,34.3,66.8,105.2
11.5,8.9775,2.15,13.4,1135.0,54.9,70.7,88.7
10.0,6.4575,1.55,11.0,840.0,29.3,45.7,55.5
16.5,14.5,5.8,18.4,1474.0,49.4,76.4,97.4
16.5,13.8,3.2,20.0,1384.0,30.1,57.4,93.5
15.0,9.87,5.3,13.2,895.0,25.5,47.5,52.1
13.0,7.65,1.75,14.3,614.0,31.1,30.0,33.9
10.0,7.455,1.6,11.8,677.0,26.9,38.8,47.7
15.0,13.2,2.1,16.5,1085.0,17.6,48.8,79.1
13.0,9.975,1.7,13.2,1394.0,37.8,64.5,93.1
12.5,12.285,3.9,13.1,688.0,35.1,38.3,38.9
12.0,6.825,1.65,13.9,729.0,31.1,37.0,44.7
12.0,10.08,1.6,13.4,1153.0,30.0,52.2,80.1
12.5,12.18,1.55,16.6,943.0,28.9,44.9,70.4
16.0,8.19,3.8,16.5,1698.0,33.0,103.5,135.1
10.0,6.4575,1.35,11.0,829.0,46.5,49.4,52.7
13.0,6.9825,1.6,15.9,1148.0,71.6,66.8,77.4
12.0,6.6675,1.5,14.0,740.0,38.4,39.8,45.8
15.0,21.2,3.5,17.1,1659.0,43.2,95.0,144.8
15.0,11.97,1.9,17.7,1423.0,38.1,63.4,101.3
13.0,7.65,1.4,16.4,895.0,23.6,41.3,51.0
11.5,6.6675,1.55,14.2,735.0,54.7,47.5,49.7
12.0,13.75,2.1,14.4,880.0,22.8,42.5,57.5
13.0,13.75,1.8,15.0,1019.0,17.7,45.5,76.4
16.5,10.6,3.5,20.0,1684.0,45.4,85.8,115.5
14.0,7.6125,1.55,17.6,1031.0,28.9,46.5,52.5
17.0,12.55,3.5,16.6,1480.0,17.7,57.4,92.2
14.0,6.3,1.75,14.6,898.0,24.7,38.7,48.9
13.0,6.1425,3.1,13.5,1230.0,36.3,64.8,82.1
12.0,9.45,3.8,14.0,595.0,47.4,34.9,41.5
13.0,15.8,3.2,18.7,1034.0,64.2,47.5,60.0
14.0,12.0,1.45,17.6,1632.0,50.3,95.0,144.8
14.0,11.3,1.6,16.3,1394.0,30.8,63.0,105.6
12.0,12.8625,4.05,15.8,674.0,62.2,38.4,32.3
14.0,8.295,2.55,12.7,1307.0,38.4,61.1,83.4
12.5,13.2,3.6,17.1,1212.0,64.2,63.6,88.4
11.0,6.7725,1.5,13.1,1019.0,32.0,51.3,68.9
12.0,11.7,3.4,12.7,1046.0,39.3,51.3,64.4
14.0,9.9,1.8,13.1,1215.0,34.3,50.5,68.9
12.5,8.1375,4.0,12.7,870.0,35.7,50.8,57.5
13.0,9.4,1.75,15.4,781.0,32.9,39.2,44.4
12.0,6.51,1.4,14.6,843.0,68.2,52.1,55.5
14.0,7.65,3.7,11.6,780.0,35.1,37.5,36.2
15.0,11.65,5.3,14.3,677.0,40.5,37.9,35.2
11.5,6.51,1.4,11.8,729.0,30.0,36.3,47.9
12.0,6.51,1.55,14.6,857.0,32.0,41.3,50.1
11.0,11.65,2.8,11.6,875.0,43.4,46.6,50.1
14.0,13.85,6.2,15.8,860.0,59.6,45.0,47.7
16.0,12.3,1.75,18.7,1348.0,27.0,53.6,92.1
11.0,3.75,1.35,13.9,592.0,22.3,26.8,32.3
11.5,11.45,1.6,11.0,1259.0,42.5,57.5,84.8
13.0,11.8,3.45,16.6,1355.0,164.5,83.0,98.6
16.0,12.0,2.25,14.4,635.0,26.4,30.2,41.5
11.5,4.7775,3.1,13.2,614.0,41.0,40.3,40.5
13.0,11.65,4.3,13.2,895.0,32.5,49.4,57.8
11.5,7.665,1.5,14.6,880.0,28.7,46.2,59.5
15.0,8.7675,2.1,16.3,735.0,16.6,37.0,41.9
12.0,6.7725,2.75,13.9,823.0,39.3,46.5,50.7
15.0,13.6,4.0,15.7,1165.0,35.1,53.6,82.7
12.0,6.1425,1.8,13.6,880.0,41.4,51.0,55.4
13.0,10.45,3.8,16.8,1288.0,64.2,69.8,92.2
15.0,8.295,3.8,15.1,1290.0,29.3,60.9,83.4
14.0,11.8,1.4,17.8,1296.0,28.8,53.8,103.7
16.0,14.1225,3.85,15.7,660.0,33.7,36.3,33.9
16.0,18.05,3.0,16.5,1348.0,20.0,56.2,98.6
12.0,14.1225,3.2,17.1,985.0,42.1,49.7,68.9
12.5,6.51,1.6,14.2,1081.0,31.6,49.4,64.4
12.0,9.45,1.6,13.9,836.0,8.7,38.4,64.1
15.0,25.7,3.8,14.2,1207.0,23.2,50.0,64.1
11.5,5.5125,1.4,13.4,724.0,30.0,30.3,44.5
12.0,12.55,3.8,15.0,1081.0,49.5,55.7,78.7
11.0,6.1425,1.55,12.4,785.0,27.0,39.2,51.2
13.5,10.0,1.65,12.4,1684.0,43.2,93.9,132.6
13.0,10.6,3.6,17.5,1154.0,68.2,59.4,70.0
12.0,13.45,4.05,16.3,1063.0,62.2,55.7,71.8
12.0,7.0875,2.15,13.2,670.0,38.4,38.3,47.2
10.5,5.6175,1.4,12.9,749.0,43.2,44.9,51.6
12.0,7.665,2.15,13.9,650.0,45.4,38.4,44.5
15.0,21.2,3.8,14.8,1131.0,24.7,49.1,65.1
12.0,5.67,1.25,15.4,780.0,66.2,45.5,47.7
17.0,14.1225,4.15,18.2,1274.0,24.7,53.6,84.1
12.5,10.185,3.6,14.3,677.0,38.8,38.4,45.8
17.0,14.28,6.9,14.8,1204.0,28.8,59.3,73.0
14.0,21.55,3.65,16.1,1144.0,24.0,48.5,69.6
13.0,8.0,1.85,15.9,1478.0,66.2,96.1,131.0
11.0,7.665,1.75,13.1,736.0,45.4,41.3,48.9
15.0,11.1,3.05,16.2,768.0,29.3,39.1,48.6
15.0,10.185,3.0,17.9,1448.0,52.8,72.9,102.2
11.5,5.775,1.35,14.7,919.0,35.1,50.4,59.5
13.0,13.55,4.3,17.1,1290.0,89.7,71.5,89.1
12.0,7.0875,1.75,12.5,582.0,35.1,29.0,40.2
12.0,6.9825,1.4,13.6,1355.0,71.5,100.6,131.0
11.0,5.9325,1.45,12.5,660.0,38.1,37.1,47.2
15.0,18.1,3.8,15.1,1581.0,34.6,83.2,131.0
14.0,8.9775,1.65,15.8,840.0,25.4,39.3,49.7
10.0,10.71,2.0,12.9,857.0,48.0,48.9,53.4
15.0,14.5,4.05,15.0,1207.0,31.1,54.0,82.9
13.0,11.6,1.65,13.2,702.0,25.5,38.4,49.7
12.0,7.0875,1.45,14.8,880.0,68.7,51.8,54.8
14.0,14.0,4.2,17.4,1353.0,50.5,72.9,104.7
10.5,16.65,3.3,11.3,754.0,33.3,36.6,31.8
14.0,7.56,3.6,12.7,1512.0,41.0,85.8,97.4
15.0,17.85,1.75,18.0,898.0,8.7,37.5,69.5
12.5,10.6,3.1,14.1,614.0,29.4,29.4,35.2
12.0,9.66,1.55,15.0,836.0,31.1,42.8,51.0
12.0,7.65,2.55,14.6,888.0,68.2,59.2,64.3
15.0,11.35,3.1,16.0,1428.0,31.1,66.8,101.3
12.5,7.0875,1.45,16.2,1019.0,39.0,50.4,55.8
15.0,11.6,1.4,17.7,1128.0,14.2,44.8,82.1
11.0,10.75,2.4,13.4,644.0,27.4,35.5,39.2
13.0,11.35,4.0,12.0,895.0,33.0,44.2,48.4
13.0,12.18,3.6,14.4,672.0,33.0,36.3,40.2
12.0,6.1425,1.35,14.3,674.0,16.5,31.6,38.0
16.0,15.0,5.3,15.6,1622.0,42.1,99.6,131.0
11.0,3.75,1.75,11.4,602.0,34.1,37.7,32.3
12.5,7.8225,4.15,14.4,740.0,49.8,46.0,49.9
15.0,14.5,4.3,17.9,895.0,58.3,46.0,51.6
11.5,6.9825,1.75,14.5,677.0,54.9,41.3,44.5
10.0,6.1425,1.6,12.9,582.0,45.4,34.9,41.5
15.0,14.0,4.2,15.0,754.0,33.7,39.2,46.8
12.0,6.405,1.6,14.2,917.0,43.0,52.1,57.8
14.0,8.7675,1.4,16.4,708.0,23.6,35.3,40.0
16.5,12.285,4.9,17.6,1698.0,38.8,103.5,144.8
13.5,10.6575,2.55,14.3,1218.0,33.7,56.7,83.4
13.0,13.9,4.0,17.8,1154.0,64.2,58.6,79.6
15.0,13.55,2.0,15.0,843.0,22.3,42.2,56.9
13.0,7.6125,3.1,15.1,727.0,58.3,41.3,39.5
11.0,12.285,3.2,14.8,1022.0,59.6,56.7,74.0
13.0,8.4525,1.8,12.6,1081.0,36.3,50.5,64.3
15.0,15.05,5.3,16.6,1154.0,43.2,54.1,78.7
12.0,4.95,2.8,13.7,640.0,49.1,41.7,40.5
12.0,6.8775,1.45,14.3,795.0,35.1,41.7,47.5
15.0,12.55,3.8,18.1,1429.0,59.6,83.0,105.2
12.5,8.19,1.3,12.4,836.0,35.5,38.7,49.7
15.0,12.55,6.1,12.5,1207.0,25.4,66.8,68.9
11.5,5.9325,1.4,15.1,752.0,47.4,46.5,47.7
11.0,6.3,1.35,12.0,1165.0,63.9,85.7,98.6
10.0,12.65,3.6,14.4,701.0,38.8,40.3,37.1
13.0,10.185,2.4,15.4,730.0,36.3,38.3,40.5
12.5,13.45,3.8,15.0,678.0,35.1,38.3,35.8
11.0,6.6675,1.55,11.4,752.0,37.9,40.5,50.4
15.0,10.75,4.1,17.7,1009.0,53.1,50.8,53.3
15.0,10.0,1.75,17.6,1448.0,20.0,57.5,93.9
13.0,11.4,3.2,14.1,670.0,31.6,35.3,40.2
11.0,7.0875,1.35,11.3,1063.0,51.4,63.6,80.4
11.0,8.1375,3.2,12.9,727.0,41.4,44.2,48.4
11.0,7.245,1.55,13.2,870.0,49.8,50.5,53.4
15.0,9.975,1.8,17.8,1325.0,34.0,56.2,84.8
11.0,6.7725,1.4,12.9,840.0,52.8,50.8,54.8
12.0,9.765,1.925,16.3,1063.0,68.7,59.2,68.9
11.5,6.7725,1.45,12.9,903.0,36.0,49.5,57.8
13.0,7.77,3.9,14.4,1131.0,45.4,65.6,82.7
13.0,18.05,3.4,15.1,674.0,23.6,35.8,34.6
12.5,13.545,4.1,16.6,1259.0,71.5,69.8,90.2
15.0,12.45,4.4,14.6,870.0,32.0,44.8,53.3
15.0,21.55,2.1,13.7,1512.0,18.2,59.3,98.6
17.0,14.5,4.1,16.6,1224.0,24.0,52.2,82.9
13.0,9.87,4.5,13.2,635.0,34.1,35.8,37.3
15.0,14.5,4.3,15.0,1215.0,31.1,55.2,84.1
11.5,9.765,1.4,14.6,870.0,23.6,41.3,65.1
10.5,5.9325,1.45,13.7,684.0,49.8,47.5,50.4
11.5,6.405,1.45,14.9,708.0,37.4,39.7,39.6
16.0,11.3,5.1,18.0,1230.0,40.5,59.4,73.0
16.0,12.8625,3.1,17.1,1474.0,22.5,61.1,102.2
15.5,11.13,3.8,13.9,724.0,28.8,37.7,41.5
13.0,13.8,3.2,13.2,1394.0,38.7,65.6,94.0
15.0,13.9,3.5,16.8,1215.0,27.0,52.3,84.8
15.0,12.55,4.15,17.4,1077.0,40.0,50.8,68.9
11.5,7.0875,2.55,12.1,595.0,40.1,30.0,38.0
12.5,5.0925,1.35,14.1,870.0,28.6,36.6,45.4
13.5,7.65,1.25,14.7,1300.0,257.4,73.0,92.3
12.0,11.35,3.5,13.9,618.0,35.9,33.0,36.4
14.0,7.035,4.1,14.6,1034.0,24.9,50.8,55.4
13.0,7.245,1.65,17.1,1081.0,63.9,54.8,60.0
17.0,12.0,4.5,15.8,1294.0,23.6,55.5,82.7
16.0,15.8,4.3,16.6,1555.0,32.0,81.3,107.2
13.5,15.1,4.0,17.6,1135.0,48.6,53.0,76.1
12.0,10.08,3.3,12.0,632.0,38.1,30.2,35.8
14.5,10.0,4.6,13.8,967.0,31.1,49.7,57.7
12.0,13.4,5.1,15.9,829.0,66.2,47.1,48.4
11.0,6.51,1.55,14.2,674.0,39.8,39.2,40.0
16.0,13.8,3.2,15.1,1144.0,26.4,49.5,76.4
16.0,11.45,5.3,15.6,1428.0,33.7,73.0,93.9
11.0,5.5125,1.6,12.1,582.0,15.0,29.0,38.0
16.0,10.35,2.95,17.9,1534.0,22.3,63.0,97.4
14.0,10.6,3.8,14.6,1555.0,48.0,99.6,134.2
16.0,11.35,3.5,18.4,1581.0,34.6,73.0,105.6
15.0,8.295,1.85,13.9,1340.0,30.2,53.0,80.3
11.0,7.8225,1.5,14.4,880.0,52.7,51.8,60.0
11.5,6.405,1.45,14.2,1263.0,35.9,67.8,106.9
12.0,6.9825,1.45,14.7,1081.0,31.1,51.7,73.0
14.0,11.65,3.4,14.1,730.0,32.9,38.6,47.6
10.5,14.28,3.0,14.5,985.0,31.6,47.5,64.4
11.0,4.95,1.65,13.2,674.0,14.2,33.1,41.5
13.0,13.75,3.6,17.4,917.0,46.2,48.0,55.5
11.0,11.7075,3.65,14.7,618.0,40.0,36.7,32.3
13.0,9.8175,3.8,13.6,640.0,34.1,33.9,41.6
10.0,5.67,1.35,10.7,746.0,38.4,38.7,48.3
11.5,6.3525,1.4,13.6,870.0,42.7,47.5,54.0
16.0,15.3,2.15,20.3,1423.0,38.7,59.4,103.6
13.0,15.6,3.8,17.2,1204.0,45.4,54.8,84.2
15.0,21.2,4.7,16.5,1224.0,31.1,53.2,79.1
14.0,9.9225,4.15,16.1,1019.0,47.4,52.2,59.9
15.0,18.3,3.8,17.9,1698.0,71.6,103.5,144.8
13.0,11.3,4.15,13.2,1233.0,38.1,69.5,90.2
9.5,3.75,1.35,12.9,582.0,41.1,38.3,47.2
12.0,6.9825,1.5,15.0,785.0,34.6,41.1,44.7
15.0,25.7,3.8,15.1,1288.0,23.2,53.6,82.7
17.0,18.15,4.4,14.6,1218.0,23.6,51.7,68.9
13.0,9.4,1.6,15.1,1394.0,32.5,67.2,114.7
10.0,4.725,1.65,12.1,635.0,16.5,34.8,44.7
12.5,7.6125,2.1,13.8,1031.0,39.8,52.2,65.1
10.0,5.6175,1.35,12.9,742.0,53.6,48.9,53.2
12.5,7.0875,3.65,14.6,1190.0,89.7,85.7,92.4
12.5,8.05,1.75,14.2,768.0,30.8,38.8,47.6
14.0,10.6,1.85,15.0,643.0,23.6,31.6,39.3
13.0,8.0325,1.6,15.7,742.0,31.6,38.3,39.5
11.0,8.0,1.5,12.7,899.0,49.1,51.3,57.7
13.0,8.295,1.9,13.6,541.0,24.3,27.6,37.6
13.0,11.6,1.55,14.4,895.0,13.4,40.9,65.1
10.0,5.5125,1.4,11.2,749.0,42.1,42.6,51.2
15.0,12.65,3.4,16.6,769.0,35.1,39.7,48.9
14.0,11.45,1.75,15.3,841.0,24.7,40.3,52.1
11.0,7.665,1.6,12.9,708.0,27.4,38.4,47.2
16.5,16.1,4.2,18.4,1340.0,33.3,59.3,93.1
12.5,6.4575,1.4,14.2,682.0,23.6,30.3,44.1
12.0,7.77,1.65,13.1,1448.0,50.5,93.9,115.5
12.0,8.5575,1.9,12.1,618.0,35.5,29.9,38.9
12.5,7.0875,1.95,13.7,602.0,36.3,30.0,40.7
11.5,7.665,1.6,14.1,769.0,42.7,44.2,47.7
